flow_cell_id	machine_manufacture_model	platform	start_date
11228	IIx	GAII	2007-08-27
7865	IIx	GAII	2007-08-25
3252	Classic	GAII	2007-01-22
10150	IIx	GAII	2007-08-20
5556	Classic	GAII	2007-04-24
11887	Classic	GAII	2007-08-31
11963	IIx	GAII	2007-09-04
3230	Classic	GAII	2007-01-23
9134	Classic	GAII	2007-08-21
9207	IIx	GAII	2007-08-10
1763	Classic	GAII	2006-11-30
6143	IIx	GAII	2007-06-29
9091	IIx	GAII	2007-08-10
6176	IIx	GAII	2007-07-10
8997	Classic	GAII	2007-08-17
9089	Classic	GAII	2007-08-13
9082	IIx	GAII	2007-08-06
8985	IIx	GAII	2007-07-31
8994	IIx	GAII	2007-08-28
9087	IIx	GAII	2007-08-17
8991	IIx	GAII	2007-08-23
10151	Classic	GAII	2007-08-08
8996	Classic	GAII	2007-08-01
7886	Classic	GAII	2007-08-06
11848	Classic	GAII	2007-08-30
11959	IIx	GAII	2007-08-30
3753	Classic	GAII	2007-03-09
9101	IIx	GAII	2007-08-20
11953	IIx	GAII	2007-09-06
9132	IIx	GAII	2007-07-24
10167	IIx	GAII	2007-08-22
3757	Classic	GAII	2007-02-28
9127	IIx	GAII	2007-07-31
11962	IIx	GAII	2007-09-07
9083	IIx	GAII	2007-08-14
3033	Classic	GAII	2007-01-04
8988	IIx	GAII	2007-08-28
6342	IIx	GAII	2007-06-25
1764	Classic	GAII	2006-12-06
11849	IIx	GAII	2007-09-04
9124	IIx	GAII	2007-08-07
4671	Classic	GAII	2007-04-20
3076	Classic	GAII	2007-01-09
6151	Classic	GAII	2007-06-26
11293	Classic	GAII	2007-09-04
11886	IIx	GAII	2007-09-07
11997	Classic	GAII	2007-09-07
10137	IIx	GAII	2007-08-07
9133	IIx	GAII	2007-07-20
9131	Classic	GAII	2007-08-27
9278	IIx	GAII	2007-08-10
9074	IIx	GAII	2007-08-09
8995	IIx	GAII	2007-08-29
9090	IIx	GAII	2007-08-17
9085	IIx	GAII	2007-08-13
3740	Classic	GAII	2007-02-20
11955	IIx	GAII	2007-09-10
11297	Classic	GAII	2007-09-11
11960	IIx	GAII	2007-09-11
11840	IIx	GAII	2007-09-14
11842	Classic	GAII	2007-09-14
11950	IIx	GAII	2007-09-12
11956	Classic	GAII	2007-09-12
12009	IIx	GAII	2007-09-13
11954	IIx	GAII	2007-09-17
11851	IIx	GAII	2007-09-17
11838	Classic	GAII	2007-09-18
11847	Classic	GAII	2007-09-18
12011	Classic	GAII	2007-09-21
11949	IIx	GAII	2007-09-20
11998	IIx	GAII	2007-09-20
12001	Classic	GAII	2007-09-21
11999	IIx	GAII	2007-09-19
12004	IIx	GAII	2007-09-24
6329	Classic	GAII	2007-07-07
12010	IIx	GAII	2007-09-24
12005	Classic	GAII	2007-09-25
11841	Classic	GAII	2007-09-26
13580	IIx	GAII	2007-09-27
13633	IIx	GAII	2007-09-27
11957	Classic	GAII	2007-09-28
12008	IIx	GAII	2007-09-28
12003	Classic	GAII	2007-10-01
13574	IIx	GAII	2007-10-02
13610	Classic	GAII	2007-10-03
13632	IIx	GAII	2007-10-03
13646	IIx	GAII	2007-10-03
13584	IIx	GAII	2007-10-05
11846	Classic	GAII	2007-10-05
13634	Classic	GAII	2007-10-08
11850	IIx	GAII	2007-10-08
13579	IIx	GAII	2007-10-09
11845	IIx	GAII	2007-10-08
13613	Classic	GAII	2007-10-08
13597	IIx	GAII	2007-10-12
13648	Classic	GAII	2007-10-12
13651	IIx	GAII	2007-10-15
13587	IIx	GAII	2007-10-15
13511	IIx	GAII	2007-10-15
13644	Classic	GAII	2007-10-15
13611	IIx	GAII	2007-10-15
13523	Classic	GAII	2007-10-16
13576	IIx	GAII	2007-10-19
13612	Classic	GAII	2007-10-19
13588	IIx	GAII	2007-10-18
13598	IIx	GAII	2007-10-19
13516	Classic	GAII	2007-10-20
13603	IIx	GAII	2007-10-19
12002	IIx	GAII	2007-09-24
13607	Classic	GAII	2007-10-23
13609	IIx	GAII	2007-10-23
13520	IIx	GAII	2007-10-24
13647	IIx	GAII	2007-10-25
13594	Classic	GAII	2007-10-26
13573	IIx	GAII	2007-10-29
13635	Classic	GAII	2007-10-29
13581	IIx	GAII	2007-10-29
14406	Classic	GAII	2007-11-02
13642	Classic	GAII	2007-11-01
13514	IIx	GAII	2007-11-02
13591	IIx	GAII	2007-11-02
14605	Classic	GAII	2007-11-06
13577	IIx	GAII	2007-11-06
13643	IIx	GAII	2007-11-06
13519	IIx	GAII	2007-11-06
14256	IIx	GAII	2007-11-12
14323	Classic	GAII	2007-11-13
14291	IIx	GAII	2007-11-13
14486	Classic	GAII	2007-11-15
14494	IIx	GAII	2007-11-16
14536	IIx	GAII	2007-11-16
14487	Classic	GAII	2007-11-16
14545	IIx	GAII	2007-11-19
14496	Classic	GAII	2007-11-20
13570	IIx	GAII	2007-11-20
14484	Classic	GAII	2007-11-20
14668	IIx	GAII	2007-11-27
145336	Classic	GAII	2007-11-27
14492	Classic	GAII	2007-11-27
14674	Classic	GAII	2007-12-03
14672	IIx	GAII	2007-12-04
14670	Classic	GAII	2007-12-05
1450820	IIx	GAII	2007-12-07
147614	IIx	GAII	2007-12-04
14510	IIx	GAII	2007-12-07
14611	IIx	GAII	2007-12-07
14570	IIx	GAII	2007-12-04
14616	Classic	GAII	2007-12-07
14621	IIx	GAII	2007-12-11
14507	IIx	GAII	2007-12-12
14512	Classic	GAII	2007-12-11
202DLAAXX	IIx	GAII	2007-12-14
202DMAAXX`	IIx	GAII	2007-12-12
14619	IIx	GAII	2007-12-17
14618	Classic	GAII	2007-12-17
200DYAAXX	IIx	GAII	2007-12-17
201VRAAXX	IIx	GAII	2007-12-18
20196AAXX	Classic	GAII	2007-12-20
201WDAAXX	Classic	GAII	2007-12-18
2016YAAXX	Classic	GAII	2007-12-21
201WC	IIx	GAII	2007-12-20
201WBAAXX	IIx	GAII	2007-12-21
202CHAAXX	Classic	GAII	2007-12-27
202DHAAXX	IIx	GAII	2007-12-27
200DPAAXX	IIx	GAII	2007-12-28
202BMAAXX	IIx	GAII	2008-01-03
202CPAAXX	IIx	GAII	2008-01-03
202DGAAXX	Classic	GAII	2008-01-04
202DRAAXX	Classic	GAII	2008-01-04
202CNAAXX	IIx	GAII	2008-01-03
2016NAAXX	IIx	GAII	2008-01-03
200DEAAXX	IIx	GAII	2008-01-08
200FTAAXX	IIx	GAII	2008-01-08
200LEAAXX	IIx	GAII	2008-01-08
200GL	Classic	GAII	2008-01-08
200E1AAXX	IIx	GAII	2008-01-11
202CEAAXX	Classic	GAII	2008-01-11
200DLAAXX	IIx	GAII	2008-01-11
20174AAXX	IIx	GAII	2008-01-11
202CRAAXX	Classic	GAII	2008-01-11
13181AAXX	II	GAII	2008-01-15
13181AAXX	II	GAII	2008-01-17
200GVAAXX	IIx	GAII	2008-01-16
202CM	IIx	GAII	2008-01-16
201DC	IIx	GAII	2008-01-16
202N8AAXX	IIx	GAII	2008-01-16
202NYAAXX	IIx	GAII	2008-01-17
202N2AAXX	Classic	GAII	2008-01-17
20198	Classic	GAII	2008-01-18
202CJ	IIx	GAII	2008-01-23
202BL	IIx	GAII	2008-01-23
202MV	IIx	GAII	2008-01-24
202FG	Classic	GAII	2008-01-25
2038R	IIx	GAII	2008-01-25
20388AAXX	IIx	GAII	2008-01-24
201E8AAXX	II	GAII	2008-01-22
201E8AAXX	II	GAII	2008-01-25
11271	Classic	GAII	2007-09-04
202NM	IIx	GAII	2008-01-28
11298	Classic	GAII	2007-08-15
2040B	IIx	GAII	2008-01-30
2040V	IIx	GAII	2008-01-29
202LJ	IIx	GAII	2008-01-30
202YB	IIx	GAII	2008-01-29
202N1	Classic	GAII	2008-01-29
204TT	IIx	GAII	2008-01-29
202NL	Classic	GAII	2008-01-30
2038U	IIx	GAII	2008-02-04
2040M	IIx	GAII	2008-02-04
202MU	IIx	GAII	2008-02-05
202FK	IIx	GAII	2008-02-05
202FJ	Classic	GAII	2008-02-05
2039Y	IIx	GAII	2008-02-06
203W7	IIx	GAII	2008-02-07
202L8	IIx	GAII	2008-02-08
2038N	IIx	GAII	2008-02-08
202Y0	Classic	GAII	2008-02-08
20381	Classic	GAII	2008-02-11
20392	IIx	GAII	2008-02-11
202L2	IIx	GAII	2008-02-11
2038F	IIx	GAII	2008-02-11
2038W	IIx	GAII	2008-02-11
202FN	IIx	GAII	2008-02-11
20382	IIx	GAII	2008-02-12
2309U	Classic	GAII	2008-02-14
203VB	IIx	GAII	2008-02-14
202VM	IIx	GAII	2008-02-14
20396	IIx	GAII	2008-02-14
20384	IIx	GAII	2008-02-15
9079	Classic	GAII	2007-08-09
202LC	Classic	GAII	2008-02-13
20B1UAAXX	II	GAII	2008-02-15
20B1UAAXX	II	GAII	2008-02-19
208AF	IIx	GAII	2008-02-18
208GJ	IIx	GAII	2008-02-18
2040L	IIx	GAII	2008-02-18
208DY	Classic	GAII	2008-02-18
208NT	IIx	GAII	2008-02-19
208AL	IIx	GAII	2008-02-19
205B8	Classic	GAII	2008-02-19
20383	IIx	GAII	2008-02-22
208MP	IIx	GAII	2008-02-22
208GF	IIx	GAII	2008-02-22
208GK	Classic	GAII	2008-02-22
208E3	IIx	GAII	2008-02-19
208E1	IIx	GAII	2008-02-25
2089P	II	GAII	2008-02-25
208E2	IIx	GAII	2008-02-27
202GM	IIx	GAII	2008-02-25
20493	IIx	GAII	2008-02-26
203U5	IIx	GAII	2008-02-26
208GG	Classic	GAII	2008-02-25
2061V	Classic	GAII	2008-02-26
6154	IIx	GAII	2007-07-12
9129	Classic	GAII	2007-07-12
9128	Classic	GAII	2007-07-12
8990	Classic	GAII	2007-07-12
6179a	Classic	GAII	2007-07-12
6179	Classic	GAII	2007-07-12
205B6	II	GAII	2008-03-03
208GH	IIx	GAII	2008-03-04
208MN	IIx	GAII	2008-03-04
201NE	IIx	GAII	2008-03-03
205B7	IIx	GAII	2008-03-04
2061R	IIx	GAII	2008-03-04
2061Y	Classic	GAII	2008-03-05
20CJN	IIx	GAII	2008-03-10
204MDAAXX	IIx	GAII	2008-03-10
2064J	IIx	GAII	2008-03-10
204H6	II	GAII	2008-03-11
2061W	IIx	GAII	2008-03-11
208EC	IIx	GAII	2008-03-12
208DT	IIx	GAII	2008-03-14
2061T	IIx	GAII	2008-03-14
208N2	Classic	GAII	2008-03-12
208A3	IIx	GAII	2008-03-14
20B60	IIx	GAII	2008-03-18
209y5	IIx	GAII	2008-03-18
2089W	IIx	GAII	2008-03-19
208A1	Classic	GAII	2008-03-19
20B6WA	Classic	GAII	2008-03-21
209NT	IIx	GAII	2008-03-21
2084B	IIx	GAII	2008-03-24
2064K	IIx	GAII	2008-03-24
208AC	II	GAII	2008-03-24
208DR	IIx	GAII	2008-03-26
2050D	Classic	GAII	2008-03-27
2050G	IIx	GAII	2008-03-27
209Y3	Classic	GAII	2008-03-28
20B52	IIx	GAII	2008-03-28
20D51	IIx	GAII	2008-03-28
2050	IIx	GAII	2008-04-03
209YA	Classic	GAII	2008-04-03
30165	IIx	GAII	2008-04-07
301HP	IIx	GAII	2008-04-07
209TA	Classic	GAII	2008-04-04
20B1W	IIx	GAII	2008-04-08
20B1Y	IIx	GAII	2008-04-08
30165	IIx	GAII	2008-04-10
301HP	IIx	GAII	2008-04-10
3034T	II	GAII	2008-04-11
20B1Y	IIx	GAII	2008-04-05
20B1W	IIx	GAII	2008-04-05
30135	II	GAII	2008-04-11
30135	II	GAII	2008-04-14
30203	IIx	GAII	2008-04-16
209WP	IIx	GAII	2008-04-17
302ND	II	GAII	2008-04-18
30120	II	GAII	2008-04-18
303DC	II	GAII	2008-04-22
209WY	IIx	GAII	2008-04-22
303C5	II	GAII	2008-04-22
3039R	IIx	GAII	2008-04-22
20BLU	IIx	GAII	2008-04-23
2050C	IIx	GAII	2008-04-25
303DC	II	GAII	2008-04-25
303C5	II	GAII	2008-04-25
3035U	IIx	GAII	2008-04-25
3039R	IIx	GAII	2008-04-25
302PR	II	GAII	2008-04-28
303EL	IIx	GAII	2008-04-28
3035U	IIx	GAII	2008-04-28
20BLU	IIx	GAII	2008-04-28
209TD	IIx	GAII	2008-04-30
303BJ	II	GAII	2008-05-01
303C8	IIx	GAII	2008-05-01
303EL	IIx	GAII	2008-05-01
303BJ	II	GAII	2008-05-05
30137A	IIx	GAII	2008-05-05
302FC	IIx	GAII	2008-05-05
3033L	IIx	GAII	2008-05-06
302RJ	IIx	GAII	2008-05-06
301FA	IIx	GAII	2008-05-06
30342	II	GAII	2008-05-09
209Y2	IIx	GAII	2008-05-09
209NW	IIx	GAII	2008-05-09
20B61	IIx	GAII	2008-05-09
301BJA	II	GAII	2008-05-09
30137A	IIx	GAII	2008-05-09
3033L	IIx	GAII	2008-05-09
20B53	IIx	GAII	2008-05-12
209N1	IIx	GAII	2008-05-12
301BJA	II	GAII	2008-05-12
302U7	IIx	GAII	2008-05-13
302PBa	IIx	GAII	2008-05-13
209WA	IIx	GAII	2008-05-13
209V9	IIx	GAII	2008-05-13
303H8	IIx	GAII	2008-05-14
30206	II	GAII	2008-05-15
302NN	IIx	GAII	2008-05-15
2050F	IIx	GAII	2008-05-16
303DB	IIx	GAII	2008-05-16
303FH	IIx	GAII	2008-05-16
303DB	IIx	GAII	2008-05-19
303FH	IIx	GAII	2008-05-19
20B4Y	IIx	GAII	2008-05-19
305DC	IIx	GAII	2008-05-19
305TE	II	GAII	2008-05-20
20B4W	IIx	GAII	2008-05-20
305T9	IIx	GAII	2008-05-21
209N2	IIx	GAII	2008-05-22
305CA	II	GAII	2008-05-22
302T0	IIx	GAII	2008-05-22
209N3	IIx	GAII	2008-05-23
209WW	IIx	GAII	2008-05-23
3063N	IIx	GAII	2008-05-28
209WV	II	GAII	2008-05-28
3022N	II	GAII	2008-05-28
301AW	IIx	GAII	2008-05-30
209V6	IIx	GAII	2008-05-30
3063LAA	IIx	GAII	2008-06-02
209VC	IIx	GAII	2008-06-03
209WB	IIx	GAII	2008-06-03
209N9	IIx	GAII	2008-06-03
209VAA	II	GAII	2008-06-04
209W9	IIx	GAII	2008-06-09
209V7	IIx	GAII	2008-06-09
303E4	IIx	GAII	2008-06-09
209W7	IIx	GAII	2008-06-09
209W6	IIx	GAII	2008-06-09
303ECa	IIx	GAII	2008-06-10
304VA	IIx	GAII	2008-06-10
3050A	IIx	GAII	2008-06-10
209VD	II	GAII	2008-06-10
3063J	IIx	GAII	2008-06-11
3065T	II	GAII	2008-06-13
209V8	IIx	GAII	2008-06-13
209VB	IIx	GAII	2008-06-13
209N6	IIx	GAII	2008-06-13
303E4	IIx	GAII	2008-06-13
303EC	IIx	GAII	2008-06-13
303ECa	IIx	GAII	2008-06-13
3050A	IIx	GAII	2008-06-13
204MU	IIx	GAII	2008-06-16
204N1	II	GAII	2008-06-16
303GH	IIx	GAII	2008-06-16
303HM	IIx	GAII	2008-06-16
304VA	IIx	GAII	2008-06-16
302R3	IIx	GAII	2008-06-16
30653	IIx	GAII	2008-06-17
30653A	IIx	GAII	2008-06-17
3039T	IIx	GAII	2008-06-17
304UG	IIx	GAII	2008-06-18
204N2	IIx	GAII	2008-06-18
204N3	IIx	GAII	2008-06-18
3032N	IIx	GAII	2008-06-19
209UM	IIx	GAII	2008-06-19
30849	II	GAII	2008-06-19
204TN	II	GAII	2008-06-20
30341	IIx	GAII	2008-06-20
204JA	IIx	GAII	2008-06-20
204PV	IIx	GAII	2008-06-23
3032N	IIx	GAII	2008-06-23
304UG	IIx	GAII	2008-06-23
3039T	IIx	GAII	2008-06-23
30849	II	GAII	2008-06-24
304RG	IIx	GAII	2008-06-24
3037G	IIx	GAII	2008-06-24
204R1	II	GAII	2008-06-25
204MV	IIx	GAII	2008-06-25
30657	IIx	GAII	2008-06-27
3037G	IIx	GAII	2008-06-27
3046W	IIx	GAII	2008-06-27
204JE	IIx	GAII	2008-06-27
304RG	IIx	GAII	2008-06-27
304LM	IIx	GAII	2008-06-30
3046W	IIx	GAII	2008-06-30
303FU	IIx	GAII	2008-06-30
204MR	IIx	GAII	2008-06-30
303FP	IIx	GAII	2008-07-01
303HH	II	GAII	2008-07-01
303W8	IIx	GAII	2008-07-02
204MH	IIx	GAII	2008-07-02
20CF9	II	GAII	2008-07-02
204MJ	IIx	GAII	2008-07-03
303WT	IIx	GAII	2008-07-03
304LM	IIx	GAII	2008-07-03
303FU	IIx	GAII	2008-07-03
3033B	II	GAII	2008-07-07
20BLT	IIx	GAII	2008-07-07
303KF	IIx	GAII	2008-07-07
20CFP	IIx	GAII	2008-07-07
303RJ	IIx	GAII	2008-07-08
303VR	IIx	GAII	2008-07-08
303VRA	IIx	GAII	2008-07-08
20CHP	II	GAII	2008-07-08
303RG	IIx	GAII	2008-07-08
3048P	IIx	GAII	2008-07-09
303PU	IIx	GAII	2008-07-09
309TV	IIx	GAII	2008-07-10
204HN	IIx	GAII	2008-07-11
3048P	IIx	GAII	2008-07-11
20BLT	IIx	GAII	2008-07-11
303KG	IIx	GAII	2008-07-11
303P4	IIx	GAII	2008-07-11
303RH	IIx	GAII	2008-07-11
3033B	II	GAII	2008-07-11
304B1	IIx	GAII	2008-07-14
305MY	IIx	GAII	2008-07-14
3038V	IIx	GAII	2008-07-14
304GD	IIx	GAII	2008-07-14
304D8	IIx	GAII	2008-07-14
3048Y	IIx	GAII	2008-07-14
20BGK	IIx	GAII	2008-07-14
304G9	IIx	GAII	2008-07-14
303PY	II	GAII	2008-07-15
204J4	IIx	GAII	2008-07-15
20AMV	IIx	GAII	2008-07-15
204MK	IIx	GAII	2008-07-15
307BC	IIx	GAII	2008-07-16
304G9	IIx	GAII	2008-07-17
30786	II	GAII	2008-07-17
304DJ	IIx	GAII	2008-07-18
3048Y	IIx	GAII	2008-07-18
304GD	IIx	GAII	2008-07-18
20BGK	IIx	GAII	2008-07-18
3038V	IIx	GAII	2008-07-18
304D8	IIx	GAII	2008-07-18
304B1	IIx	GAII	2008-07-11
3044M	IIx	GAII	2008-07-21
304DJ	IIx	GAII	2008-07-21
3042M	IIx	GAII	2008-07-21
20CJY	IIx	GAII	2008-07-21
30786	II	GAII	2008-07-21
20DJL	IIx	GAII	2008-07-21
20CP4	IIx	GAII	2008-07-21
204HT	IIx	GAII	2008-07-22
3079R	IIx	GAII	2008-07-22
307GK	IIx	GAII	2008-07-22
3040C	IIx	GAII	2008-07-22
303LD	II	GAII	2008-07-24
3044M	IIx	GAII	2008-07-25
3042M	IIx	GAII	2008-07-25
20ANK	IIx	GAII	2008-07-25
303NH	IIx	GAII	2008-07-25
20DJL	IIx	GAII	2008-07-25
20CP4	IIx	GAII	2008-07-25
3078D	IIx	GAII	2008-07-25
307CB	II	GAII	2008-07-25
308DU	IIx	GAII	2008-07-25
3079R	IIx	GAII	2008-07-28
307GK	IIx	GAII	2008-07-28
3048M	IIx	GAII	2008-07-28
307AF	II	GAII	2008-07-29
303RF	IIx	GAII	2008-07-29
20CJW	IIx	GAII	2008-07-29
307CB	II	GAII	2008-07-29
204PA	IIx	GAII	2008-07-29
307H3	IIx	GAII	2008-07-29
3078D	IIx	GAII	2008-08-01
3048M	IIx	GAII	2008-08-01
303R0	IIx	GAII	2008-08-01
307H2	IIx	GAII	2008-08-01
307EA	IIx	GAII	2008-08-01
204T6	IIx	GAII	2008-08-01
307H3	IIx	GAII	2008-08-02
20CJ1	IIx	GAII	2008-08-02
3092B	II	GAII	2008-08-02
204TA	IIx	GAII	2008-08-02
303PV	IIx	GAII	2008-08-04
307EA	IIx	GAII	2008-08-04
3092R-1	IIx	GAII	2008-08-04
204K0	IIx	GAII	2008-08-05
307H2	IIx	GAII	2008-08-05
307K7a	II	GAII	2008-08-05
3079C	IIx	GAII	2008-08-05
307FAa	IIx	GAII	2008-08-05
20CJV	IIx	GAII	2008-08-06
307F6	IIx	GAII	2008-08-06
3092B	II	GAII	2008-08-06
307J6	IIx	GAII	2008-08-06
20ANL	IIx	GAII	2008-08-07
204D5	IIx	GAII	2008-08-07
3079B	IIx	GAII	2008-08-08
307K7a	II	GAII	2008-08-08
3092R	IIx	GAII	2008-08-08
3079C	IIx	GAII	2008-08-09
307FAa	IIx	GAII	2008-08-09
204DM	IIx	GAII	2008-08-09
204HW	IIx	GAII	2008-08-11
204D9	IIx	GAII	2008-08-11
307J6	IIx	GAII	2008-08-11
307F6	IIx	GAII	2008-08-11
3079B	IIx	GAII	2008-08-11
308AH	IIx	GAII	2008-08-12
30925	II	GAII	2008-08-12
30CMP	IIx	GAII	2008-08-13
3094C	IIx	GAII	2008-08-13
204D2	IIx	GAII	2008-08-13
30931	IIx	GAII	2008-08-14
3092T	IIx	GAII	2008-08-15
204D7	IIx	GAII	2008-08-15
30CD1	IIx	GAII	2008-08-16
204DK	IIx	GAII	2008-08-16
3094C	IIx	GAII	2008-08-16
308AH	IIx	GAII	2008-08-16
20CF8	IIx	GAII	2008-08-18
30925	II	GAII	2008-08-18
3092T	IIx	GAII	2008-08-18
30931	IIx	GAII	2008-08-18
30CV9	IIx	GAII	2008-08-19
30CVJ	IIx	GAII	2008-08-19
30WCT	IIx	GAII	2008-08-19
30CCF	IIx	GAII	2008-08-19
20CFV	IIx	GAII	2008-08-19
20D0K	IIx	GAII	2008-08-19
30CWR	IIx	GAII	2008-08-19
9704	Classic	GAII	2008-08-20
3094Y	IIx	GAII	2008-08-25
30912	IIx	GAII	2008-08-25
20EHR	IIx	GAII	2008-08-25
30CVT	II	GAII	2008-08-25
20CFR	IIx	GAII	2008-08-25
204CF	IIx	GAII	2008-08-25
204DB	IIx	GAII	2008-08-25
30CDB	IIx	GAII	2008-08-26
30CW8	IIx	GAII	2008-08-26
30CVL	IIx	GAII	2008-08-26
30CVM	II	GAII	2008-08-26
30CWD	IIx	GAII	2008-08-26
30CWC	IIx	GAII	2008-08-26
30CWJ	IIx	GAII	2008-08-26
30CY6	IIx	GAII	2008-08-28
30CYR	II	GAII	2008-08-28
3094Y	IIx	GAII	2008-08-28
30912	IIx	GAII	2008-08-28
30CW9	IIx	GAII	2008-08-28
30CWN	IIx	GAII	2008-08-28
204DF	IIx	GAII	2008-08-29
30D07	II	GAII	2008-08-29
30D01	IIx	GAII	2008-08-29
204DA	IIx	GAII	2008-08-29
307G8	IIx	GAII	2008-08-29
30CWK	IIx	GAII	2008-09-02
20CHU	IIx	GAII	2008-09-02
303WL	IIx	GAII	2008-09-02
20EHU	IIx	GAII	2008-09-02
30CWG	IIx	GAII	2008-09-02
307G8	IIx	GAII	2008-09-02
20CHM	IIx	GAII	2008-09-02
30CY9	II	GAII	2008-09-02
30CWA	IIx	GAII	2008-09-03
30CV3	IIx	GAII	2008-09-03
30CY5	II	GAII	2008-09-03
30D02	IIx	GAII	2008-09-03
30CY0	IIx	GAII	2008-09-03
307K4	IIx	GAII	2008-09-04
30DPH	IIx	GAII	2008-09-04
30E2T	IIx	GAII	2008-09-04
307EN	IIx	GAII	2008-09-05
30E3F	IIx	GAII	2008-09-05
30FCW	IIx	GAII	2008-09-05
30DUE	IIx	GAII	2008-09-05
30DPT	II	GAII	2008-09-05
30DRY	II	GAII	2008-09-05
30DDW	IIx	GAII	2008-09-05
30DRYa	II	GAII	2008-09-05
204DJ	IIx	GAII	2008-09-06
20EHV	IIx	GAII	2008-09-06
204EE	IIx	GAII	2008-09-06
204EJ	IIx	GAII	2008-09-06
30FD3	II	GAII	2008-09-08
307EN	IIx	GAII	2008-09-08
30DPW	IIx	GAII	2008-09-08
307K4	IIx	GAII	2008-09-08
30DPR	IIx	GAII	2008-09-08
30DPK	IIx	GAII	2008-09-08
30FEN	IIx	GAII	2008-09-08
30D5M	IIx	GAII	2008-09-08
30DPA	II	GAII	2008-09-09
30FEF	IIx	GAII	2008-09-09
204EEa	IIx	GAII	2008-09-09
204EJa	IIx	GAII	2008-09-09
30DPE	II	GAII	2008-09-10
30Dr9	IIx	GAII	2008-09-10
30CY2	IIx	GAII	2008-09-11
30DRW	IIx	GAII	2008-09-11
30DRWA	IIx	GAII	2008-09-11
207EJ	IIx	GAII	2008-09-11
30CUC	II	GAII	2008-09-11
30D89	IIx	GAII	2008-09-11
20A2W	IIx	GAII	2008-09-11
30DPV	IIx	GAII	2008-09-12
30DRT	IIx	GAII	2008-09-12
30DR6	IIx	GAII	2008-09-12
30DBT	IIx	GAII	2008-09-12
20B7V	IIx	GAII	2008-09-13
209A5	IIx	GAII	2008-09-13
30DPU	IIx	GAII	2008-09-15
30E21	IIx	GAII	2008-09-15
30DP7	II	GAII	2008-09-15
30DRA	II	GAII	2008-09-15
30DUD	IIx	GAII	2008-09-15
20B81	IIx	GAII	2008-09-15
20F2J	IIx	GAII	2008-09-15
307H7	IIx	GAII	2008-09-15
307H71	IIx	GAII	2008-09-15
30CFL	IIx	GAII	2008-09-16
30922	IIx	GAII	2008-09-16
3098K	IIx	GAII	2008-09-16
3098R	IIx	GAII	2008-09-16
204ML	IIx	GAII	2008-09-17
2OA4A	IIx	GAII	2008-09-17
30CV7	IIx	GAII	2008-09-17
30FDU	II	GAII	2008-09-17
30DR4	II	GAII	2008-09-17
307Y0	IIx	GAII	2008-09-17
30FDA	IIx	GAII	2008-09-18
307H71	IIx	GAII	2008-09-18
30922	IIx	GAII	2008-09-19
3098K	IIx	GAII	2008-09-19
3098R	IIx	GAII	2008-09-19
20A2Y	IIx	GAII	2008-09-19
20A4E	IIx	GAII	2008-09-19
30CFL	IIx	GAII	2008-09-19
30FE7	IIx	GAII	2008-09-20
30FDY	II	GAII	2008-09-20
3098W	IIx	GAII	2008-09-20
30CYM	II	GAII	2008-09-20
30FDM	IIx	GAII	2008-09-20
30FE2	II	GAII	2008-09-22
30FDN	II	GAII	2008-09-22
30FEA	IIx	GAII	2008-09-22
30FEG	IIx	GAII	2008-09-22
3098W	IIx	GAII	2008-09-22
30FE5	IIx	GAII	2008-09-22
30FDF	IIx	GAII	2008-09-22
30FE4	IIx	GAII	2008-09-22
206DR	IIx	GAII	2008-09-22
207ET	IIx	GAII	2008-09-23
207E9	IIx	GAII	2008-09-23
30FDP	IIx	GAII	2008-09-24
30FE0	IIx	GAII	2008-09-24
30FDVa	IIx	GAII	2008-09-24
30GC9	II	GAII	2008-09-24
30FEE	IIx	GAII	2008-09-24
30FE3	IIx	GAII	2008-09-25
308A7	IIx	GAII	2008-09-25
30BKE	IIx	GAII	2008-09-26
3078Y	IIx	GAII	2008-09-26
30FB2	II	GAII	2008-09-26
206C4	IIx	GAII	2008-09-26
30FDW	IIx	GAII	2008-09-26
30GGG	IIx	GAII	2008-09-26
30FEC	IIx	GAII	2008-09-26
30FD0	IIx	GAII	2008-09-26
30DUY	II	GAII	2008-09-27
30FD8	IIx	GAII	2008-09-27
3091J	IIx	GAII	2008-09-29
3096F	IIx	GAII	2008-09-29
3083R	IIx	GAII	2008-09-29
3078Y	IIx	GAII	2008-09-29
3082Y	IIx	GAII	2008-09-30
30BKE	IIx	GAII	2008-09-30
30945	IIx	GAII	2008-09-30
3091J	IIx	GAII	2008-10-02
3083R	IIx	GAII	2008-10-02
30GGB	IIx	GAII	2008-10-02
30H85	IIx	GAII	2008-10-02
30FDB	II	GAII	2008-10-02
3082Y	IIx	GAII	2008-10-02
3096F	IIx	GAII	2008-10-03
30945	IIx	GAII	2008-10-03
30GUB	IIx	GAII	2008-10-03
30G5L	II	GAII	2008-10-03
207F5	IIx	GAII	2008-10-03
207E8-1	IIx	GAII	2008-10-03
30DB2	IIx	GAII	2008-10-04
3082U	IIx	GAII	2008-10-04
30G4P	IIx	GAII	2008-10-04
30DUP	IIx	GAII	2008-10-04
3088R	IIx	GAII	2008-10-04
30CGT	IIx	GAII	2008-10-06
3094N	II	GAII	2008-10-06
30C56	IIx	GAII	2008-10-07
30GUB	IIx	GAII	2008-10-07
