day	bases
2011-09-13	162493602392
2011-09-14	448274200728
2011-09-15	499468394600
2011-09-16	438890530128
2011-09-17	1351334458600
2011-09-18	173787952800
2011-09-19	504616909848
2011-09-20	927840068840
2011-09-21	414035097400
2011-09-22	238316809440
2011-09-23	953437670752
2011-09-24	196293374504
2011-09-25	376158142496
2011-09-26	608376684612
2011-09-27	2178696596400
2011-09-28	1638400855200
2011-09-29	1041039785400
2011-09-30	227613675200
2011-10-01	470946272000
2011-10-02	689235637400
2011-10-03	578060189200
2011-10-04	543810818800
2011-10-05	610726457000
2011-10-06	714335553800
2011-10-07	246699790560
2011-10-08	785095079400
2011-10-09	236322557200
2011-10-10	250509823768
2011-10-11	1845152408000
2011-10-12	3091863467528
2011-10-13	2039944622000
2011-10-14	2489441457200
2011-10-15	2137887349608
2011-10-16	58921216200
2011-10-17	1041280329800
2011-10-18	680809758000
2011-10-19	422303981720
2011-10-20	345577131000
2011-10-23	5929789200
2011-10-24	552163136000
2011-10-25	1162116869200
2011-10-26	1068718588184
2011-10-27	2236870736184
2011-10-28	1086495175864
2011-10-29	334902801168
2011-10-30	500293133800
2011-10-31	235456822400
2011-11-01	343085971000
2011-11-02	285148941600
2011-11-03	100870852200
2011-11-04	29199289800
2011-11-07	516912697400
2011-11-08	795515479000
2011-11-09	803056010300
2011-11-10	1235467147900
2011-11-11	2125201859000
2011-11-12	271831753200
2011-11-13	64449585200
2011-11-14	443839138600
2011-11-15	507919598706
2011-11-16	1393384120816
2011-11-17	1006602929892
2011-11-18	319155975840
2011-11-19	775389428272
2011-11-20	117609141000
2011-11-21	108579676000
2011-11-22	79621668584
2011-11-23	663422739832
2011-11-24	4592375249808
2011-11-25	258874706368
2011-11-26	189240594416
2011-11-27	1455178167600
2011-11-28	1074771620604
2011-11-29	267234040120
2011-11-30	436426791032
2011-12-01	405910824344
2011-12-02	411405322800
2011-12-04	64349975968
2011-12-05	1289490492599
2011-12-06	292452310008
2011-12-07	40189701352
2011-12-09	509587126200
2011-12-10	468293931400
2011-12-12	202118271556
2011-12-13	549183006901
2011-12-14	93100398300
2011-12-15	148423258800
2011-12-16	1407053575600
2011-12-17	1475902483400
2011-12-19	328618306200
2011-12-20	304676056600
2011-12-21	37166000400
2011-12-22	763737402200
2011-12-23	41085672600
2011-12-24	40952776800
2011-12-27	75045158251
2011-12-28	1589524605593
2011-12-29	2384195131800
2011-12-30	239392630300
2011-12-31	43449558800
2012-01-03	1110182764112
2012-01-04	505210446630
2012-01-05	1542037467440
2012-01-06	1647387000
2012-01-09	226630103300
2012-01-10	459622388900
2012-01-11	927676687200
2012-01-12	575350861200
2012-01-13	35984415600
2012-01-17	98365568616
2012-01-18	45921679072
2012-01-19	1835270335700
2012-01-20	177706071000
2012-01-21	66383609600
2012-01-23	42500891300
2012-01-24	2325280272852
2012-01-25	2944423977320
2012-01-26	1139095110656
2012-01-27	206225726540
2012-01-28	225085869264
2012-01-29	262160225000
2012-01-30	97006776800
2012-01-31	1704599849400
2012-02-01	863488530600
2012-02-02	878031780600
2012-02-03	151038122500
2012-02-04	100562675600
2012-02-05	792025327400
2012-02-06	614539769486
2012-02-07	1732438952471
2012-02-08	1813777627444
2012-02-09	601124511000
2012-02-10	206560499000
2012-02-11	9335445800
2012-02-12	241487771000
2012-02-13	1148464029450
2012-02-14	712704338150
2012-02-15	1493733883200
2012-02-16	550703043200
2012-02-17	519967245800
2012-02-18	47105673000
2012-02-20	163698189300
2012-02-21	1174536370200
2012-02-22	799630129100
2012-02-23	575822431200
2012-02-24	288457683600
2012-02-26	549761777800
2012-02-27	1728749653500
2012-02-28	259580671200
2012-02-29	961416463900
2012-03-01	79998982000
2012-03-02	3465799300
2012-03-03	123308693300
2012-03-04	161697542000
2012-03-05	486884787600
2012-03-06	61244024600
2012-03-07	425467833800
2012-03-08	495471248700
2012-03-09	150355267100
2012-03-10	208819787800
2012-03-11	377254656800
2012-03-12	406674308200
2012-03-13	578440686000
2012-03-14	823368415692
2012-03-15	1635601572008
2012-03-16	1043865375700
2012-03-17	474974616800
2012-03-19	1541317434900
2012-03-20	1147550245500
2012-03-21	34816033600
2012-03-22	44053610000
2012-03-24	346813176100
2012-03-25	1180693454400
2012-03-26	532124168900
2012-03-27	228572827350
2012-03-28	269956336800
2012-03-29	1036020450
2012-03-30	4043545200
2012-03-31	32684099900
2012-04-01	691886933200
2012-04-02	465402682800
2012-04-03	753826609350
2012-04-04	922640958800
2012-04-05	503909737700
2012-04-06	134554481783
2012-04-07	294956701900
2012-04-08	555816450400
2012-04-09	1861969644200
2012-04-10	475543669400
2012-04-11	1118387950700
2012-04-12	200159459600
2012-04-13	237223806600
2012-04-14	113905212600
2012-04-15	71960120800
2012-04-16	161478864308
2012-04-17	1159418850300
2012-04-18	1819727849700
2012-04-19	313345141400
2012-04-20	107491206700
2012-04-21	52677654600
2012-04-22	85283381000
2012-04-23	386544445700
2012-04-24	508450838000
2012-04-25	1393519939700
2012-04-26	1593943833200
2012-04-27	2582799243300
2012-04-28	214221621500
2012-04-29	455181813600
2012-04-30	1156447176000
2012-05-01	1603640415300
2012-05-02	461573286600
2012-05-03	1278992916200
2012-05-04	480464947000
2012-05-05	143698861400
2012-05-06	305091088200
2012-05-07	901647842350
2012-05-08	830099156700
2012-05-09	981958180700
2012-05-11	686564226500
2012-05-12	15062004600
2012-05-13	521570660800
2012-05-14	1301393412569
2012-05-15	1412396502782
2012-05-16	1051873612014
2012-05-17	561926906500
2012-05-18	196429812767
2012-05-21	2091767817000
2012-05-22	1151272125200
2012-05-23	896904047000
2012-05-24	720923034800
2012-05-25	164252303800
2012-05-26	41316376800
2012-05-28	602103301855
2012-05-29	155209063942
2012-05-30	1027048549900
2012-05-31	549891776800
2012-06-01	168380083900
2012-06-02	45685928000
2012-06-04	212745260600
2012-06-05	1202200545784
2012-06-06	991510745400
2012-06-07	2788764552400
2012-06-08	1102012842500
2012-06-09	3651861300
2012-06-10	43458596800
2012-06-11	330673613400
2012-06-12	369591823600
2012-06-13	708388723400
2012-06-14	2266028844200
2012-06-15	907808834500
2012-06-16	128251597400
2012-06-17	294644787800
2012-06-18	736404450600
2012-06-19	675175632800
2012-06-20	906718094975
2012-06-21	165314522025
2012-06-23	1663606800
2012-06-24	267398408400
2012-06-25	1861588230400
2012-06-26	514027135200
2012-06-27	1170878809600
2012-06-28	821089553000
2012-06-29	194090378600
2012-07-01	305779459800
2012-07-02	1085209160000
2012-07-03	1826932098600
2012-07-04	884154416200
2012-07-05	190391688800
2012-07-06	720173600120
2012-07-07	126302878400
2012-07-08	739536738200
2012-07-09	636925288900
2012-07-10	1584915329080
2012-07-11	910329366192
2012-07-12	1370373406000
2012-07-13	1016171518172
2012-07-14	286724198976
2012-07-15	214641993600
2012-07-16	7865178210
