Day	Gigabases
2011-06-18	866.814721
2011-06-19	424.1081582
2011-06-20	861.092048128
2011-06-21	672.6091428
2011-06-22	1340.0432134
2011-06-23	1274.975015
2011-06-24	1092.0354412
2011-06-25	818.110692
2011-06-26	645.7098384
2011-06-27	1432.9498574
2011-06-28	1098.9999292
2011-06-29	1034.6047892
2011-06-30	801.3648396
2011-07-01	1188.4159644
2011-07-02	1225.6390538
2011-07-03	261.1284338
2011-07-04	70.887509
2011-07-05	505.7990468
2011-07-06	1188.538818442
2011-07-07	1012.943296214
2011-07-08	1577.992757632
2011-07-09	45.474704
2011-07-10	1071.5060908
2011-07-11	1234.532888
2011-07-12	915.231022506
2011-07-13	417.311321569
2011-07-14	251.6860412
2011-07-15	326.6854558
2011-07-16	1332.8787714
2011-07-17	3.1559484
2011-07-18	267.73927072
2011-07-19	1322.915638624
2011-07-20	1620.958602976
2011-07-21	1039.2085354
2011-07-22	1413.722942912
2011-07-23	1323.469073632
2011-07-24	1639.5750092
2011-07-25	496.5509674
2011-07-26	1150.4609934
2011-07-27	736.485891
2011-07-28	1050.983421
2011-07-29	832.3662638
2011-07-30	1164.5156418
2011-07-31	169.9805142
2011-08-01	1104.1341852
2011-08-02	629.8473378
2011-08-03	866.3625994
2011-08-04	1704.4456852
2011-08-05	1321.5264236
2011-08-06	690.8766304
2011-08-07	294.0718788
2011-08-08	661.9013646
2011-08-09	1529.63415232
2011-08-10	780.8450772
2011-08-11	270.921644896
2011-08-12	2093.3085322
2011-08-13	1010.2589934
2011-08-14	70.769085896
2011-08-15	438.396512616
2011-08-16	155.83753884
2011-08-17	650.702793312
2011-08-18	2298.8051662
2011-08-19	541.2048556
2011-08-20	71.4912064
2011-08-22	655.1392044
2011-08-23	422.228155016
2011-08-24	640.861148576
2011-08-25	695.451274304
2011-08-26	470.76982452
2011-08-27	864.453034192
2011-08-28	138.005460744
2011-08-29	423.11805704
2011-08-30	554.08432668
2011-08-31	383.354179536
2011-09-01	807.288806656
2011-09-02	585.37246736
2011-09-03	446.996323896
2011-09-06	151.5356706
2011-09-07	1459.801051336
2011-09-08	1087.111711432
2011-09-09	880.464203248
2011-09-10	2171.343098592
2011-09-11	2429.952052968
2011-09-12	383.305689416
2011-09-13	169.213052112
2011-09-14	839.069326504
2011-09-15	751.778566048
2011-09-16	1296.58924692
2011-09-17	635.799953376
2011-09-18	173.7879528
2011-09-19	1292.211713248
2011-09-20	237.27262104
2011-09-21	292.144609
2011-09-22	346.95718584
2011-09-23	687.522334752
2011-09-24	204.714623024
2011-09-25	448.702853776
2011-09-26	558.071094812
2011-09-27	3140.961227
2011-09-28	1031.899137
2011-09-29	1035.9599696
2011-09-30	3.5451682
2011-10-01	537.9165572
2011-10-02	809.8468792
2011-10-03	422.2799086
2011-10-04	811.4184136
2011-10-05	416.24604
2011-10-06	716.328448
2011-10-07	318.66945116
2011-10-08	687.5171104
2011-10-09	155.1413904
2011-10-10	515.255901368
2011-10-11	2492.6960008
2011-10-12	2866.658506328
2011-10-13	2806.1674684
2011-10-14	1646.3592204
2011-10-15	1550.994905608
2011-10-16	377.5719016
2011-10-17	810.906592
2011-10-18	548.4535644
2011-10-19	559.63140832
2011-10-20	372.8498576
2011-10-21	280.8235938
2011-10-23	87.3714784
2011-10-24	45.9122278
2011-10-25	1311.9610782
2011-10-26	1629.769250784
2011-10-27	1668.422816184
2011-10-28	927.373954384
2011-10-29	233.924577248
2011-10-30	610.1201318
2011-10-31	266.7046654
2011-11-01	361.3473824
2011-11-02	285.1489416
2011-11-03	111.1866748
2011-11-04	18.8834672
2011-11-07	391.8362154
2011-11-08	897.0413514
2011-11-09	939.4184483
2011-11-10	1111.7878635
2011-11-11	2050.0791994
2011-11-12	237.3109046
2011-11-13	107.6504106
2011-11-14	400.6383132
2011-11-15	852.381045706
2011-11-16	1275.876540416
2011-11-17	852.713552092
2011-11-18	485.428502144
2011-11-19	654.424340368
2011-11-20	117.609141
2011-11-21	117.3818392
2011-11-22	104.847540584
2011-11-23	4729.738501832
2011-11-24	444.459125208
2011-11-25	258.874706368
2011-11-26	191.505483416
2011-11-27	1827.6396952
2011-11-28	715.181837404
2011-11-29	307.667340376
2011-11-30	508.32949084
2011-12-01	411.72980228
2011-12-02	288.8414142
2011-12-04	84.448323168
2011-12-05	1308.425695799
2011-12-06	280.63364536
2011-12-07	10.2747186
2011-12-09	537.2177234
2011-12-10	440.6633342
2011-12-12	202.118271556
2011-12-13	571.164367901
2011-12-14	93.8491383
2011-12-15	333.6179962
2011-12-16	1137.1307746
2011-12-17	1417.7319532
2011-12-20	750.8852956
2011-12-21	76.96727
2011-12-22	726.5136926
2011-12-23	41.0856726
2011-12-24	40.9527768
2011-12-27	75.045158251
2011-12-28	1938.627139593
2011-12-29	2272.8438054
2011-12-30	1.6414227
2011-12-31	43.4495588
2012-01-03	1230.230208712
2012-01-04	793.53945623
2012-01-05	1133.66101324
2012-01-06	1.647387
2012-01-08	42.505543
2012-01-09	296.3633799
2012-01-10	427.4698087
2012-01-11	920.087418
2012-01-12	502.853891
2012-01-13	35.9844156
2012-01-17	98.365568616
2012-01-18	159.200798872
2012-01-19	1721.9912159
2012-01-20	244.0896806
2012-01-23	322.0648527
2012-01-24	2246.152551652
2012-01-25	2823.81486592
2012-01-26	1214.49296248
2012-01-27	255.79717938
2012-01-28	131.0092432
2012-01-29	262.160225
2012-01-30	171.7367864
2012-01-31	1685.0874204
2012-02-01	803.0019942
2012-02-02	846.1855284
2012-02-03	77.4335231
2012-02-04	461.7555038
2012-02-05	430.8324992
2012-02-06	712.040671532
2012-02-07	1767.991914425
2012-02-08	1968.895251844
2012-02-09	428.4643424
2012-02-10	91.0491792
2012-02-11	250.8232168
2012-02-13	1381.72968585
2012-02-14	1262.83175855
2012-02-15	764.2110186
2012-02-16	932.7100528
2012-02-17	165.6018332
2012-02-18	2.5805412
2012-02-20	320.1873959
2012-02-21	1181.449153
2012-02-22	751.1346431
2012-02-23	447.4489616
2012-02-24	264.9379724
2012-02-26	628.187183
2012-02-27	1681.7567993
2012-02-28	259.9508178
2012-02-29	966.9574706
2012-03-01	43.1277469
2012-03-02	2.9933301
2012-03-03	123.3086933
2012-03-04	161.697542
2012-03-05	486.8847876
2012-03-06	99.3130142
2012-03-07	600.7961424
2012-03-08	430.2703057
2012-03-09	2.1589119
2012-03-10	319.291498
2012-03-11	307.4502656
2012-03-12	388.2399268
2012-03-13	874.8544186
2012-03-14	696.545482692
2012-03-15	1856.425057408
2012-03-16	631.2181531
2012-03-17	805.05774
2012-03-18	32.6901676
2012-03-19	1319.3787829
2012-03-20	1038.1858963
2012-03-21	34.8160336
2012-03-24	346.8131761
2012-03-25	1211.7522252
2012-03-26	480.3040297
2012-03-27	231.03410415
2012-03-28	269.9563368
2012-03-29	1.03602045
2012-03-30	4.0435452
2012-03-31	29.9005518
2012-04-01	677.9815708
2012-04-02	476.01854805
2012-04-03	1003.3000972
2012-04-04	840.399157
2012-04-05	442.8566379
2012-04-06	1.263362783
2012-04-07	349.2231901
2012-04-08	852.0388948
2012-04-09	1807.0878848
2012-04-10	230.4847496
2012-04-11	1071.9542013
2012-04-12	495.3656104
2012-04-14	.2855334
2012-04-15	71.9601208
2012-04-16	322.196968308
2012-04-17	1276.8622829
2012-04-18	1862.3530229
2012-04-19	19.104383
2012-04-20	46.3637747
2012-04-21	54.2706294
2012-04-22	83.6904062
2012-04-23	472.3820167
2012-04-24	597.6651854
2012-04-25	1564.0443703
2012-04-26	3246.164129
2012-04-27	796.6217293
2012-04-28	47.3115615
2012-04-29	668.0390312
2012-04-30	1620.7140172
2012-05-01	1511.0426587
2012-05-02	431.9280804
2012-05-03	1029.9295826
2012-05-04	189.2594902
2012-05-05	211.4756674
2012-05-06	241.7922992
2012-05-07	1262.79825595
2012-05-08	486.9727297
2012-05-09	899.1472663
2012-05-10	39.5265128
2012-05-11	662.0997183
2012-05-13	885.2593794
2012-05-14	924.478407169
2012-05-15	1501.713587742
2012-05-16	962.556527054
2012-05-17	756.5132947
2012-05-18	1.843424567
2012-05-21	2264.817643
2012-05-22	1139.5156978
2012-05-23	760.5819018
2012-05-24	855.6746926
2012-05-25	45.8457694
2012-05-28	367.1995634
2012-05-29	942.527430497
2012-05-30	530.5374998
2012-05-31	532.5190374
2012-06-01	172.2094603
2012-06-02	3.325713
2012-06-04	212.7452606
2012-06-05	1377.217237184
2012-06-06	1705.5466152
2012-06-07	2699.5318222
2012-06-08	302.1930115
2012-06-09	3.6518613
2012-06-10	43.4585968
2012-06-11	580.982838
2012-06-12	123.8514806
2012-06-13	1337.392994
2012-06-14	2205.5895702
2012-06-15	364.1017521
2012-06-16	182.659193
2012-06-17	311.918748
2012-06-18	978.0057568
2012-06-19	442.3187248
2012-06-20	680.699131775
2012-06-21	4.324578225
2012-06-23	1.6636068
2012-06-24	301.1240592
2012-06-25	1944.3780228
2012-06-26	734.4555602
2012-06-27	1197.2299418
2012-06-28	814.9503832
2012-06-29	114.0907052
2012-07-01	310.171981
2012-07-02	1167.3370644
2012-07-03	1964.4160628
2012-07-04	765.4151466
2012-07-05	447.45345
2012-07-06	357.84671872
2012-07-07	126.3028784
2012-07-08	739.5367382
2012-07-09	980.4758711
2012-07-10	1526.177459272
2012-07-11	825.8643604
2012-07-12	1931.8185602
2012-07-13	276.7893091
2012-07-14	159.8625814
2012-07-15	214.6419936
2012-07-16	360.31184621
2012-07-18	209.2754268
2012-07-19	1449.927172772
2012-07-20	281.595989776
2012-07-21	1.3098108
2012-07-22	38.8158452
2012-07-23	1223.7901933
2012-07-24	1207.0834947
2012-07-25	1692.48105085
2012-07-26	670.5707189
2012-07-27	9.8227275
2012-07-28	328.1454564
2012-07-29	329.484311
2012-07-30	758.1065344
2012-07-31	1768.1834522
2012-08-01	897.181598
2012-08-02	219.4085388
2012-08-03	45.4420843
2012-08-04	666.700958
2012-08-05	77.4956576
2012-08-06	429.9176278
2012-08-07	1037.7027774
2012-08-08	1274.6339092
2012-08-09	2131.1643458
2012-08-10	135.8302681
2012-08-11	1.9902813
2012-08-12	99.3367678
2012-08-13	1421.5863346
2012-08-14	1565.0448765
2012-08-15	1349.5174572
2012-08-16	81.038608
2012-08-18	2.8896009
2012-08-19	357.7051004
2012-08-20	2272.2519701
2012-08-21	172.7750731
2012-08-22	358.8748376
2012-08-23	1.4222376
2012-08-24	79.429789
2012-08-26	562.8168746
2012-08-27	672.73372757
2012-08-28	565.0710612
2012-08-29	560.9102011
2012-08-30	89.2788908
2012-09-01	3.525951
2012-09-02	264.4491614
2012-09-03	676.4726802
2012-09-04	248.472286824
2012-09-05	5.120940188
2012-09-06	1.0859115
2012-09-07	1.6291743
2012-09-08	2.4378261
2012-09-09	411.3090276
2012-09-10	2266.3875386
2012-09-11	333.5758461
2012-09-12	1397.2786251
2012-09-13	3.7051182
2012-09-14	5.9762742
2012-09-15	2.6287179
2012-09-16	7.419764
2012-09-17	1047.3971724
2012-09-18	106.5019142
2012-09-20	8.650425
2012-09-21	1.3648884
2012-09-22	228.1699776
2012-09-23	1346.6681224
2012-09-25	1578.2357721
2012-09-26	315.5096902
2012-09-27	84.4999544
2012-09-29	640.7242823
2012-09-30	1322.0542726
2012-10-01	1181.1943704
2012-10-02	1206.0380442
2012-10-03	1.4120961
2012-10-04	286.546784
2012-10-05	515.5693152
2012-10-06	140.4473708
2012-10-07	350.7009916
2012-10-08	1718.710832
2012-10-09	1530.946483
2012-10-10	1382.0105287
2012-10-11	493.2560464
2012-10-12	186.1853328
2012-10-14	350.8560452
2012-10-15	405.735446114
2012-10-16	1956.7828232
2012-10-17	1215.1013377
2012-10-18	18.9545464
2012-10-19	193.22183
2012-10-20	1809.3364126
2012-10-21	1425.4582242
2012-10-22	2189.7626236
2012-10-23	.4661136
2012-10-24	240.341074
2012-10-27	1497.3889713
2012-10-28	1671.3643442
2012-10-29	319.9151734
2012-10-30	936.3728616
2012-10-31	79.0930564
2012-11-01	13.3574095
2012-11-02	12.8207797
2012-11-03	910.179044
2012-11-04	40.096605
2012-11-06	660.7155545
2012-11-07	296.0564814
2012-11-08	379.4467426
2012-11-09	8.7051236
2012-11-10	1068.9459994
2012-11-11	84.0392978
2012-11-12	1839.2165898
2012-11-13	119.3535565
2012-11-14	304.7586094
2012-11-15	385.3312706
2012-11-16	7.9645215
2012-11-17	2901.160978
2012-11-18	472.1446009
2012-11-19	1167.2180754
2012-11-20	1047.770625175
2012-11-21	120.786007
2012-11-24	1312.1596958
2012-11-25	2016.9901658
2012-11-26	1341.08972
2012-11-27	1291.7942376
2012-11-28	91.1263483
2012-11-29	117.752517156
2012-12-01	1816.5876409
2012-12-02	4085.873571
2012-12-03	436.7749834
2012-12-04	183.4000896
2012-12-05	16.8335885
2012-12-06	10.6982558
2012-12-08	2530.0216753
2012-12-09	768.5669141
2012-12-10	732.4247078
2012-12-11	1497.6178652
2012-12-12	530.4453616
2012-12-13	39.010321
2012-12-14	60.5942046
2012-12-15	2089.6753472
2012-12-16	2157.3151994
2012-12-17	2018.0081823
2012-12-18	204.5346546
2012-12-19	16.5437811
2012-12-21	1651.7793448
2012-12-22	1323.4390449
2012-12-23	2037.0651314
2012-12-24	1519.5899645
2012-12-25	951.9007916
2012-12-26	2189.3182914
2012-12-27	1657.0717555
2012-12-28	2274.8261524
2012-12-29	538.8272925
2012-12-30	434.6497959
2012-12-31	21.2676833
2013-01-01	229.656498
2013-01-02	1039.4294736
2013-01-03	125.944413
2013-01-05	2328.4740942
2013-01-06	1075.1175447
2013-01-07	2219.2722958
2013-01-08	403.8392728
2013-01-09	540.075514
2013-01-10	326.2080722
2013-01-11	2.7234358
2013-01-12	1695.4524215
2013-01-13	1197.5460764
2013-01-14	1415.8220114
2013-01-15	1131.7755271
2013-01-17	19.4790623
2013-01-18	.0000075
2013-01-19	1422.1596626
2013-01-20	2836.6898516
2013-01-21	1493.2414834
2013-01-22	1362.1962149
2013-01-23	582.4736586
2013-01-25	83.5444475
2013-01-26	310.3976068
2013-01-27	2650.806044
2013-01-28	1606.4757018
2013-01-29	746.8100834
2013-01-30	335.259189
2013-01-31	185.2292794
2013-02-01	637.1450543
2013-02-02	75.7227246
2013-02-03	338.1942181
2013-02-04	764.120904
2013-02-05	267.0897253
2013-02-06	397.8421468
2013-02-07	5.6064231
2013-02-08	257.0618358
2013-02-09	589.1961608
2013-02-10	138.1553482
2013-02-11	161.2465194
2013-02-12	287.9139956
2013-02-13	40.4885546
2013-02-14	6.3136016
2013-02-15	39.979123
2013-02-18	1020.8483684
2013-02-19	1181.4098644
2013-02-20	2692.3838605
2013-02-21	312.615469
2013-02-27	516.901677
2013-02-28	581.22556
2013-03-01	1935.774088
2013-03-02	1149.0641311
2013-03-03	1481.0434838
2013-03-04	309.18693234
2013-03-05	282.7469596
2013-03-06	604.774832
2013-03-08	3.316751
2013-03-09	963.2005146
2013-03-10	54.3099014
2013-03-11	214.6307475
2013-03-12	282.3160896
2013-03-13	1628.0961912
2013-03-14	880.0537414
2013-03-15	79.9072234
2013-03-16	644.6266568
2013-03-17	880.4896852
2013-03-18	158.2166901
2013-03-19	209.1404178
2013-03-21	40.6957426
2013-03-22	4.6188291
2013-03-23	1314.2449608
2013-03-24	782.4453944
2013-03-25	199.9844242
2013-03-26	11.599642
2013-03-27	78.1079854
2013-03-29	1.3650786
2013-03-31	619.9162828
2013-04-03	536.0331364
2013-04-04	9.5136304
2013-04-05	3.8367348
2013-04-06	3.3933486
2013-04-07	157.2976414
2013-04-08	81.1550808
2013-04-09	795.3736782
2013-04-10	2.376471
2013-04-11	813.4619688
2013-04-12	66.7657045
2013-04-13	2259.1237015
2013-04-14	453.833961
2013-04-15	636.7000246
2013-04-16	9.4528302
2013-04-17	395.5201212
2013-04-18	6.647228
2013-04-19	13.0527678
2013-04-20	500.6199066
2013-04-21	78.5763868
2013-04-22	1177.1402262
2013-04-23	868.7846484
2013-04-24	4.47288655
2013-04-25	6.802029
2013-04-26	52.3637816
2013-04-27	760.5345198
2013-04-28	358.8434817
2013-04-29	1051.6059338
2013-04-30	81.730511
2013-05-01	37.8171818
2013-05-02	64.0179711
2013-05-04	431.994733
2013-05-05	987.5235046
2013-05-06	895.541012
2013-05-07	67.7796744
2013-05-10	6.0440673
2013-05-11	1335.8660924
2013-05-12	1332.9005988
2013-05-13	12.7977036
2013-05-14	299.9424636
2013-05-15	54.3190736
2013-05-16	149.8536002
2013-05-17	348.8585994
2013-05-18	576.0861424
2013-05-19	123.4279726
2013-05-20	734.8921854
2013-05-21	87.5930368
2013-05-22	390.6029532
2013-05-23	272.917845
2013-05-24	4.5080673
2013-05-25	893.274377
2013-05-26	2058.6930172
2013-05-27	959.4657398
2013-05-28	17.5391274
2013-05-31	4.8628165
2013-06-02	1823.6687208
2013-06-03	1269.4599088
2013-06-04	116.1968612
2013-06-06	154.1603264
2013-06-07	102.2898278
2013-06-08	577.1742522
2013-06-09	620.5398714
2013-06-10	297.3038932
2013-06-11	903.2149628
2013-06-12	80.3431162
2013-06-13	107.8608064
2013-06-14	107.4750488
2013-06-15	299.3308694
2013-06-16	611.4422262
2013-06-17	662.123333
2013-06-18	378.2313978
2013-06-19	333.215293
2013-06-22	1105.0364494
2013-06-23	354.2759744
2013-06-24	198.8004569
2013-06-25	2287.5170774
2013-06-26	220.371187
2013-06-27	47.9130803
2013-06-28	40.3840608
2013-06-29	468.6612317
2013-06-30	1286.3416088
2013-07-01	912.0672432
2013-07-02	398.3728225
2013-07-04	113.371551
2013-07-06	10.0624648
2013-07-07	866.3746464
2013-07-08	896.1153654
2013-07-09	1234.8947634
2013-07-10	68.30237335
2013-07-12	3.7866207
2013-07-13	1949.8831108
2013-07-14	664.0399824
2013-07-15	160.513209
2013-07-18	25.4491062
2013-07-19	127.2261024
2013-07-21	400.9734698
2013-07-22	65.786934
2013-07-23	112.858345
2013-07-24	1032.1794115
2013-07-25	29.9785834
2013-07-26	8.3154726
2013-07-27	44.4104538
2013-07-29	474.6552314
2013-07-30	643.6951714
2013-07-31	660.6523332
2013-08-01	132.906606
2013-08-03	21.4409888
2013-08-05	2678.1416258
2013-08-06	596.9569708
2013-08-07	1437.679892
2013-08-08	470.6352265
2013-08-09	212.8224022
2013-08-10	98.5761864
2013-08-11	605.1154766
2013-08-12	566.4481996
2013-08-14	3.3827943
2013-08-15	57.8043137
2013-08-16	30.265937
2013-08-17	152.0657064
2013-08-18	644.4034652
2013-08-19	848.4030524
2013-08-20	452.9627916
2013-08-21	41.70122
2013-08-22	45.9976156
2013-08-23	84.1746144
2013-08-25	363.7325282
2013-08-26	563.8451738
2013-08-27	771.4588126
2013-08-28	2205.032482
2013-08-29	52.6254992
2013-08-30	96.9286162
2013-08-31	64.2269292
2013-09-01	922.1936987
2013-09-02	292.7751774
2013-09-03	1490.2325192
2013-09-04	126.8487466
2013-09-05	395.2676408
2013-09-06	257.6767204
2013-09-09	1014.5257724
2013-09-10	957.761534
2013-09-11	47.6436903
2013-09-12	299.9566834
2013-09-13	33.515705
2013-09-16	561.5098632
2013-09-17	593.1055956
2013-09-18	844.4582902
2013-09-19	494.8196468
2013-09-21	180.026195
2013-09-22	806.5196122
2013-09-23	1568.8513772
2013-09-24	439.8185648
2013-09-25	2231.1157798
2013-09-26	672.4428518
2013-09-27	39.3118006
2013-09-28	160.1474626
2013-09-29	807.3133274
2013-09-30	2847.687813
2013-10-01	963.8347648
2013-10-02	786.8487249
2013-10-03	115.3206655
2013-10-04	170.9248364
2013-10-05	474.2768904
2013-10-06	148.0866588
2013-10-07	1025.9478252
2013-10-08	479.999697
2013-10-09	381.7901442
2013-10-10	238.332015
2013-10-11	657.4325654
2013-10-12	100.7353462
2013-10-13	58.953878
2013-10-14	481.2529608
2013-10-15	72.739756
2013-10-16	1187.4199242
2013-10-17	562.4086668
2013-10-20	528.6438198
2013-10-21	445.0881566
2013-10-22	442.633077
2013-10-23	1276.6744352
2013-10-24	499.195176
2013-10-26	53.8483918
2013-10-27	1012.3294018
2013-10-28	588.717094
2013-10-29	710.0709042
2013-11-01	59.0112754
2013-11-02	229.3428722
2013-11-03	94.151167
2013-11-04	1680.7834924
2013-11-05	772.6108252
2013-11-06	550.9496738
2013-11-07	37.6037342
2013-11-08	1275.2612252
2013-11-10	1528.1444568
2013-11-11	966.6664576
2013-11-12	1610.2165858
2013-11-13	626.3001642
2013-11-17	180.095814
2013-11-18	2487.3915816
2013-11-19	1632.2537364
2013-11-20	358.560964
2013-11-21	83.2868288
2013-11-22	361.5208644
2013-11-23	343.554848875
2013-11-24	3323.9008619
2013-11-25	12.3521466
2013-11-26	1046.1879632
2013-11-27	1337.0042249
2013-11-28	2.2098954
2013-11-29	322.8004964
2013-11-30	311.7801332
2013-12-01	851.3222288
2013-12-02	779.9483702
2013-12-04	9.6612345
2013-12-06	328.4870076
2013-12-13	84.9249026
2013-12-14	944.5941568
2013-12-15	2127.5464402
2013-12-16	1107.31316725
2013-12-17	993.85584715
2013-12-18	786.6736868
2013-12-19	65.449154
2013-12-24	599.2930752
2013-12-26	83.9140109
2013-12-27	378.288544
2013-12-28	106.7693274
2013-12-29	2054.7100346
2013-12-30	139.3274736
2013-12-31	123.5980238
2014-01-01	173.3189146
2014-01-07	318.7655686
2014-01-10	60.4682804
2014-01-13	627.6219438
2014-01-14	665.7946036
2014-01-16	76.5853579
2014-01-17	170.8367522
2014-01-20	460.1663428
2014-01-21	681.909706
2014-01-22	1098.0137934
2014-01-23	45.1993231
2014-01-25	187.5141888
2014-01-26	62.107024
2014-01-27	1781.5376603
2014-01-28	641.6684254
2014-02-01	290.582465
2014-02-03	55.2148236
2014-02-05	1071.9981572
2014-02-06	133.7717784
2014-02-07	32.539103
2014-02-08	13.2107365
2014-02-10	2081.08378285
2014-02-11	770.4317643
2014-02-15	602.3168366
2014-02-17	589.9607896
2014-02-18	617.9818662
2014-02-19	1760.4343546
2014-02-20	126.9059412
2014-02-22	209.444576
2014-02-23	788.4378282
2014-02-24	2077.9549808
2014-02-25	2414.3756966
2014-02-26	713.0010916
2014-02-27	697.227297362
2014-03-01	345.1947598
2014-03-02	1145.5545114
2014-03-03	506.4298164
2014-03-04	872.3435328
2014-03-06	1063.3814604
2014-03-08	2.507416
2014-03-09	920.6589528
2014-03-10	330.506326
2014-03-11	482.2224382
2014-03-12	1.8188566
2014-03-13	125.9146346
2014-03-15	437.9024152
2014-03-16	65.0961827
2014-03-17	317.40912
2014-03-18	74.4567206
2014-03-19	885.5526582
2014-03-21	486.7794058
2014-03-23	609.651089
2014-03-24	1047.125779598
2014-03-25	244.0158844
2014-03-26	410.4453852
2014-03-27	57.678660366
2014-03-28	15.49743
2014-03-31	996.7045614
2014-04-01	1005.0316492
2014-04-02	989.2534936
2014-04-03	980.148157
2014-04-04	1.3534026
2014-04-05	3.7375615
2014-04-06	769.8148814
2014-04-07	1618.8425636
2014-04-08	172.8701236
2014-04-09	1096.6533346
2014-04-10	1225.6094572
2014-04-11	287.3867194
2014-04-13	701.389934
2014-04-14	847.2349398
2014-04-15	641.78556
2014-04-16	474.2875402
2014-04-18	415.4633321
2014-04-20	589.168478
2014-04-21	891.95804
2014-04-22	107.3000776
2014-04-24	79.0294334
2014-04-25	2647.484783115
2014-04-26	136.1561644
2014-04-27	199.4439513
2014-04-28	1497.8737332
2014-04-29	786.053274875
2014-04-30	666.881843
2014-05-01	563.3185639
2014-05-02	2192.44961545
2014-05-03	57.5842089
2014-05-04	748.6074992
2014-05-05	2187.1074334
2014-05-06	1200.4024625
2014-05-07	960.40314015
2014-05-08	214.1729558
2014-05-09	34.020832
2014-05-10	557.1821352
2014-05-11	1018.3347772
2014-05-12	1240.2187038
2014-05-13	38.5706346
2014-05-14	4.6655724
2014-05-15	146.9620368
2014-05-16	132.68277425
2014-05-17	22.3568932
2014-05-19	848.4924753
2014-05-20	1130.3921514
2014-05-21	1230.4917524
2014-05-22	73.0398918
2014-05-24	145.6192922
2014-05-25	1257.8652982
2014-05-26	549.695619
2014-05-27	975.6042096
2014-05-28	766.633251
2014-05-29	92.3410414
2014-05-30	541.9694486
2014-05-31	233.237037
2014-06-02	348.7203856
2014-06-03	.3544332
2014-06-04	130.0131574
2014-06-05	54.3097234
2014-06-06	260.32262795
2014-06-07	414.2886538
2014-06-08	4.357081
2014-06-09	595.2503286
2014-06-10	2119.7575788
2014-06-11	727.93165675
2014-06-12	441.6351362
2014-06-13	189.123632975
2014-06-15	659.7576864
2014-06-16	639.7200634
2014-06-17	1338.2875238
2014-06-18	2089.6806318
2014-06-19	338.2566352
2014-06-20	26.9330381
2014-06-21	236.7095881
2014-06-22	1048.274065
2014-06-23	1878.6789532
2014-06-24	2771.5171217
2014-06-25	802.4016904
2014-06-26	1145.7378838
2014-06-27	4.4979627
2014-06-28	35.4361316
2014-06-30	1005.175047
2014-07-01	917.6381992
2014-07-02	1375.4916522
2014-07-07	3824.3806276
2014-07-08	1534.046055
2014-07-09	1094.9613463
2014-07-10	82.1207194
2014-07-11	126.7179972
2014-07-14	1855.1446258
2014-07-15	1648.3327682
2014-07-16	256.403269482
2014-07-17	162.903330672
2014-07-18	155.3391782
2014-07-19	24.2629958
2014-07-20	859.3047316
2014-07-21	2511.8140204
2014-07-22	2420.2783912
2014-07-23	1293.7455304
2014-07-24	699.8571947
2014-07-27	67.959353
2014-07-28	1107.8040468
2014-07-29	886.4040534
2014-07-30	1674.710908
2014-07-31	154.3987528
2014-08-01	30.3394853
2014-08-02	60.166078
2014-08-03	150.7333772
2014-08-04	2085.0220696
2014-08-05	1213.7654372
2014-08-06	1874.8210488
2014-08-08	4.911354
2014-08-11	3240.3091058
2014-08-12	30.719494
2014-08-13	1100.07229
2014-08-14	1386.942617
2014-08-15	334.8694464
2014-08-16	101.1771064
2014-08-17	480.7908876
2014-08-18	311.479136
2014-08-19	1888.1908282
2014-08-20	301.0086898
2014-08-21	59.60214625
2014-08-22	414.4676712
2014-08-23	96.2768014
2014-08-24	452.1105276
2014-08-25	1687.6473401
2014-08-26	2849.794414072
2014-08-27	800.4378214
2014-08-28	1115.2554634
2014-08-30	4.4227806
2014-09-01	1797.2280914
2014-09-02	888.7947692
2014-09-03	571.3464558
2014-09-04	74.528292
2014-09-05	151.3107296
2014-09-07	377.1146409
2014-09-08	1641.2953194
2014-09-09	1397.4151132
2014-09-10	1652.1674804
2014-09-11	1947.9078948
2014-09-12	273.92731315
2014-09-14	1408.2281102
2014-09-15	415.9527862
2014-09-16	1307.3905564
2014-09-17	840.050797
2014-09-18	1211.6783262
2014-09-19	118.8458962
2014-09-20	349.54000965
2014-09-21	1410.6674914
2014-09-22	1316.9953036
2014-09-23	1565.3168604
2014-09-24	1347.1371762
2014-09-25	1080.2233903
2014-09-26	261.84522835
2014-09-27	623.2759704
2014-09-28	421.1826678
2014-09-29	1235.397313
2014-09-30	1265.12128345
2014-10-01	2022.9009564
2014-10-02	45.4026128
2014-10-05	738.8091892
2014-10-06	613.2191424
2014-10-07	801.0119743
2014-10-08	226.5442156
2014-10-09	290.6394693
2014-10-10	259.0820904
2014-10-11	66.6586298
2014-10-13	214.664509
2014-10-14	679.1082466
2014-10-15	1089.1301766
2014-10-16	548.85313015
2014-10-17	90.855624
2014-10-18	14.3886564
2014-10-19	583.906513
2014-10-20	348.9114536
2014-10-21	648.84776865
2014-10-22	1407.95469125
2014-10-23	56.8949706
2014-10-24	91.42080595
2014-10-26	627.0101178
2014-10-27	630.0748458
2014-10-29	987.2251555
2014-10-30	61.9428618
2014-10-31	57.626719
2014-11-01	16.306763
2014-11-02	134.9986552
2014-11-03	52.7926186
2014-11-04	1163.18317485
2014-11-05	58.5603042
2014-11-06	647.9659095
2014-11-07	99.1284054
2014-11-08	133.052806
2014-11-09	117.2918546
